Entry,M_d1_A,M_d3_A,M_d6_A,O_d1_A,O_d3_A,O_d6_A,O_d7_A,O_d8_A,Past_d1_A,Past_d2_A,Past_d3_A,Past_d6_A,Past_d7_A,Pstr_d7_A
Q54CL2,0,0,4,0,0,0,0,0,600,564,214,165,50,0
Q54CM0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q54CP1,0,0,0,0,0,0,0,0,6,6,6,0,0,0
Q54CR9,0,0,0,0,0,0,0,0,62,86,30,40,13,0
Q54CS2,0,0,0,0,0,0,0,0,5,9,2,1,3,0
Q54CV5,0,0,0,0,0,0,0,0,46,43,16,27,0,0
Q54CX4,0,0,0,0,0,0,0,0,147,248,65,37,25,0
Q54CY9,0,0,0,0,0,0,0,0,263,316,125,69,12,0
Q54D07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q54DA8,0,0,0,0,0,0,0,0,257.902,239.934,112.098,39.961,26.005,0
Q54DC8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q54DD0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q54DD7,0,0,0,0,0,0,0,0,15,24,4,0,5,0
Q54DF2,3,0,0,0,0,0,0,0,1387.224,1040,385.999,683.891,108,0
Q54DH7,0,0,0,0,0,0,0,0,124,179,70,65,37,0
Q54DK1,0,0,0,0,0,0,0,0,873.036,777,348,191.146,61,0
Q54DK4,0,0,0,0,0,0,0,0,495,419,227,220.309,71,0
Q54DT8,0,0,0,0,0,0,0,0,25,18,4,10,3,0
Q54DU1,0,0,0,0,0,0,0,0,5,54,13,3,9,0
Q54DU9,0,0,0,0,0,0,0,0,199,288,122,99,21,0
Q54DW2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q54DY9,0,0,1,0,0,0,0,0,22,22,19,1,2,0
Q54E49,0,0,0,0,0,0,0,0,5.907,19.03,1,7,0,0
Q54EC2,0,0,0,0,0,0,0,0,0.999,4.982,0,0,0,0
Q54ED2,0,0,0,0,0,0,0,0,88,112,124,44,2,0
Q54ED4,0,0,0,0,0,0,0,0,35,71,34,52,24,0
Q54EJ5,0,0,0,0,0,0,0,0,203,167,41,93,27,0
Q54EQ8,0,0,0,0,0,0,0,0,37,85,47,15,13,0
Q54ES9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q54ET0,0,0,0,0,0,0,0,0,23,16,25,2,1,0
Q54F05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q54F07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q54F46,0,1,0,0,0,0,0,0,978.381,868.987,402,570,139,0
Q54FD8,0,0,0,0,0,0,0,0,1.201,0,0,0,0,0
Q54FE6,0,0,0,0,0,0,0,0,36,93,45,5,4,0
Q54FG7,0,0,0,0,0,0,0,0,9,10,8,0,0,0
Q54GC1,0,0,0,0,0,0,0,0,136,131,73,60,14,0
Q54GD8,0,0,0,0,0,0,0,0,2,7,0,0,1,0
Q54GE1,0,0,0,0,0,0,0,0,10,10,13,7,6,0
Q54GE3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q54GN8,0,0,0,0,0,0,0,0,112,116,53,14,28,0
Q54H05,1,0,0,0,0,0,0,0,146,182,68,10,13,0
Q54H38,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Q54H46,0,0,0,0,0,0,0,0,2,0,4,13,0,0
Q54H55,0,0,0,0,0,0,0,0,52,149,10,24,13,0
Q54HR6,0,0,0,3,0,0,0,0,49,78,10,13,13,0
Q54HS9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q54HW1,0,0,0,0,0,0,0,0,1562.077,1384.128,523.317,693.633,96,0
Q54HX8,0,0,0,0,0,0,0,0,101.849,115.856,40.531,24,12.797,0
Q54I18,0,0,0,0,0,0,0,0,224,136,63,2,10,0
Q54I48,0,0,0,0,0,0,0,0,177,222,109,79,18,0
Q54I71,0,0,0,0,0,0,0,0,651,669,299,511,141,0
Q54I89,0,0,0,0,0,0,0,0,11,25,5,17,4,0
Q54ID0,0,0,0,0,0,0,0,0,2.168,5.001,10,0,2,0
Q54IK1,0,0,0,0,0,0,0,0,29,10,5,1,0,0
Q54IL5,0,0,0,0,0,0,0,0,180.293,112.264,54.791,63,13,0
Q54IP0,0,0,0,0,0,0,0,0,832,841,354,257,76.371,0
Q54IT3,0,0,0,0,0,0,0,0,10,30,9,7,2,0
Q54IW5,0,0,0,0,0,0,0,0,215.179,59,6.001,94.293,0,0
Q54J05,0,0,0,0,0,0,0,0,0,6,2,4,2,0
Q54J08,0,0,0,0,0,0,0,0,2230,752,347,754,4,0
Q54J33,1,0,0,0,0,0,0,0,76,164,73,3,23,0
Q54J34,0,0,0,0,0,0,0,0,369,396,166,163,17,0
Q54J47,0,3,1,0,0,3,0,0,4979,4352,1886,2197,534,0
Q54J88,0,0,0,0,0,0,0,0,54,32,8,5,0,0
Q54JC0,0,0,0,0,0,0,0,0,15,5,10,0,0,0
Q54JC8,0,0,0,0,0,0,0,0,189,179,58,60,13,0
Q54JE4,0,0,2,0,0,0,0,0,530,470,264,184,44,0
Q54JK4,0,0,0,0,0,0,0,0,71,74,40,24,3,0
Q54JM3,0,0,0,0,0,0,0,0,155,149,54,54,18,0
Q54JR2,0,0,0,0,0,0,0,0,17,49,22.815,8.742,0,0
Q54KA7,0,0,1,0,0,0,0,0,1484.462,1279.557,650.786,463.783,130.999,0
Q54KD1,0,0,0,0,0,0,0,0,18,26,8,0,4,0
Q54KG3,0,0,0,0,0,0,0,0,46,79,31,6,16,0
Q54KH3,0,0,0,0,0,0,0,0,742,577,218,314,59,0
Q54KI4,0,0,0,0,0,0,0,0,285,305,132,38,54,0
Q54KR9,0,0,0,0,0,0,0,0,39,32,18,1,3,0
Q54KS4,0,0,0,0,0,0,0,0,25,36,7,0,11,0
Q54KZ8,0,0,0,0,0,0,0,0,397.991,238,120,215,31,0
Q54LA1,0,0,0,0,0,0,0,0,70.926,51.541,31.413,48.946,8.305,0
Q54LJ8,0,0,0,0,0,0,0,0,482.796,464.991,141,335.039,23,0
Q54LN4,0,0,0,0,0,0,0,0,183,216,100,32,36,0
Q54LP7,0,0,0,0,0,0,0,0,58,54,20,6,9,0
Q54LX0,0,0,0,0,0,0,0,0,152,132,83,41,39,0
Q54LY5,0,0,0,0,0,0,0,0,102,156,39,19,15,0
Q54M20,0,0,0,0,0,0,0,0,176,142,65,20,24,0
Q54M22,0,0,0,0,0,0,0,0,6,17,13,0,1,0
Q54M40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q54M94,0,0,0,0,0,0,0,0,10.586,12.648,6.14,0,3.003,0
Q54MB5,0,0,0,0,0,0,0,0,6,4,2,0,0,0
Q54MB8,0,0,0,0,0,0,0,0,70,86,51,11,24,0
Q54MH0,0,0,0,0,0,0,0,0,257,223,83,32,22,0
Q54MJ7,0,0,1,0,0,0,0,0,451,464.921,139,148,65,0
Q54ML1,0,0,0,0,0,0,0,0,206,280,123,7,16,0
Q54MV2,0,0,0,0,0,0,0,0,193,125,65,27,14,0
Q54MZ3,0,1,0,5,0,4,0,0,700,504,180,174,57,0
Q54MZ4,0,0,0,0,0,0,0,0,14,19,16,0,7,0
Q54N44,0,0,0,0,0,0,0,0,9,22,9,0,2,0
Q54N83,0,0,0,0,0,0,0,0,80.007,31.122,21.453,19.107,0,0
Q54NA3,0,0,0,0,0,0,0,0,73,101,62,18.347,18,0
Q54NA6,0,0,0,0,0,0,0,0,82.961,192.97,65,5,19,0
Q54NC1,0,0,0,0,0,0,0,0,33.833,28.612,26.909,8.064,0,0
Q54ND3,0,0,0,0,0,0,0,0,15,22,0,4,6,0
Q54NI7,0,0,0,0,0,0,0,0,24,31,3,0,7,0
Q54NK8,0,0,0,0,0,0,0,0,56,45,12,8,7,0
Q54NM8,0,0,0,0,0,0,0,0,25,39,9,2,9,0
Q54NQ0,0,0,0,0,0,0,0,0,635,540,214,200,76,0
Q54NS8,0,1,1,1,0,0,0,0,7131.563,6696.278,2609.842,3518.969,596.38,0
Q54NS9,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Q54NU9,0,0,0,0,0,0,0,0,67,38,20,0,2,0
Q54NW6,0,0,0,0,0,0,0,0,37,26.652,16,7,4,0
Q54NZ5,0,0,0,29,35,26,11,32,207,167,69,34,10,0
Q54P04,0,0,0,0,0,0,0,0,36,64,26,0,6,0
Q54P13,0,0,2,0,0,0,0,0,329,371,78,27,2,0
Q54P92,0,0,0,0,0,0,0,0,2849.356,1966.17,915.736,1238.488,130.322,0
Q54PA9,0,0,0,0,0,0,0,0,23,48,25,12,10,0
Q54PB4,0,0,0,0,0,0,0,0,149,125,57,9,2,0
Q54PC2,0,0,0,0,0,0,0,0,40,90,33,19,5,0
Q54PF1,0,0,0,0,0,0,0,0,120,94,44,30,16,0
Q54PF3,0,0,0,0,0,0,0,0,94,94,27,16,9,0
Q54PI4,0,0,0,0,0,0,0,0,16,28,79.435,0,8.952,0
Q54PK4,0,0,0,0,0,0,0,0,731,864,272,55,53,0
Q54PP1,0,0,0,0,0,0,0,0,1747,1294.741,567.073,1159.98,87.52,0
Q54PT2,0,0,0,0,0,0,0,0,0,1,0,4,0,0
Q54PW9,0,0,0,0,0,0,0,0,22,33,15,0,3,0
Q54PY7,0,0,0,0,0,0,0,0,244,210,91,36,19,0
Q54Q05,0,0,0,0,0,0,0,0,62,37,36,13,11,0
Q54Q31,0,0,0,0,0,0,0,0,805,579,244,354,80,0
Q54QB1,0,0,0,0,0,0,0,0,281,275,123,46,42,0
Q54QC8,0,0,0,0,0,0,0,0,7,13,0,0,0,0
Q54QG0,0,0,0,0,0,0,0,0,6,14,6,6,0,0
Q54QG6,0,0,0,0,0,0,0,0,11,7,2,0,0,0
Q54QN2,0,0,0,0,0,0,0,0,9,19,5,0,2,0
Q54QQ0,0,0,0,0,0,0,0,0,2018,1536,735,705,91,0
Q54QQ1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q54QV3,0,0,0,0,0,0,0,0,3,17,5,0,0,0
Q54QX3,0,0,0,0,0,0,0,0,124,100,54,15,7,0
Q54QY3,0,0,0,0,0,0,0,0,88,110,51,37,30,0
Q54R42,0,0,0,0,0,0,0,0,26,35,28,4,1,0
Q54R82,0,0,0,0,0,0,0,0,760.282,755.977,333,205,53,0
Q54RD6,0,0,0,0,0,0,0,0,6,16,9,0,0,0
Q54RE8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q54RJ1,0,0,0,0,0,0,0,0,211,205,78,38,14,0
Q54RJ4,0,0,0,0,0,0,0,0,23,41,9,9,6,0
Q54RS7,0,0,0,0,0,0,0,0,71,80,16,26,29,0
Q54RZ2,0,0,0,0,0,0,0,0,39,37,14,17,6,0
Q54S03,0,0,0,0,0,0,0,0,645,671,224,342,97,0
Q54S12,0,0,0,0,0,0,0,0,68,111,28,20,12,0
Q54S38,0,0,0,0,0,0,0,0,13,15,6,12,2,0
Q54S90,0,0,0,1,0,0,0,0,1872,1597,977,1628,285,0
Q54SJ5,0,0,0,0,0,0,0,0,169,209,130,40,30,0
Q54SN4,0,0,0,0,0,0,0,0,32,42,12,0,5,0
Q54SR8,0,0,0,0,0,0,0,0,51,77,13,9,13,0
Q54ST2,0,0,0,0,0,0,0,0,122,115,56,7,22,0
Q54T02,0,0,0,0,0,0,0,0,153,219,22,17,36,0
Q54T05,0,0,0,0,0,0,0,0,32,55,42,20,14,0
Q54T18,0,0,0,0,0,0,0,0,1,5,6,0,0,0
Q54T49,0,0,0,0,0,0,0,0,2,7,11,0,3,0
Q54T76,0,0,0,0,0,0,0,0,37,21,17,4,3,0
Q54TA1,0,0,0,0,0,0,0,0,97,124,36,27,2,0
Q54TA5,0,0,0,0,0,0,0,0,18,25,14,2,0,0
Q54TC5,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Q54TH6,0,0,0,0,0,0,0,0,146,127,48,40,4,0
Q54TM7,0,0,0,0,0,0,0,0,135,132,53,8,26,0
Q54TR5,0,0,0,0,0,0,0,0,23,42,6,10,7,0
Q54TT4,0,0,0,0,0,0,0,0,37,45,18,8,14,0
Q54U72,0,0,0,0,0,0,0,0,8.015,6.071,2.035,0,6.428,0
Q54U87,0,0,0,0,0,0,0,0,230.015,283.173,89.535,55.009,43,0
Q54UC9,0,0,0,0,0,0,0,0,154,178,56,10,10,0
Q54UJ0,0,0,0,0,0,0,0,0,146,184,79,25,22,0
Q54UQ2,0,0,0,0,0,0,0,0,11,7,8,0,0,0
Q54UU1,0,0,0,0,0,0,0,0,10,20,6,15,1,0
Q54V55,0,0,0,0,0,0,0,0,86,60,9,0,18,0
Q54V77,0,4,0,0,0,0,0,0,655,427,214,278,32,0
Q54V96,2,0,0,0,0,0,0,0,72,99,46,14,17,0
Q54VF4,0,0,0,0,0,0,0,0,24,39,13,10,1,0
Q54VI1,0,0,0,0,0,0,0,0,95,147,74,11,15,0
Q54VI3,0,0,0,0,0,0,0,0,1770.47,934.438,191,211,106.833,0
Q54VN6,0,0,0,0,0,0,0,0,561,513,1,6,80,0
Q54VQ7,0,0,0,0,0,0,0,0,22,20,1,3,5,0
Q54VR8,0,0,0,0,0,0,0,0,136,125,29,40,30,0
Q54VS1,0,0,0,0,0,0,0,0,161.767,131.059,63.778,98.092,17.318,0
Q54VT4,0,0,0,0,0,0,0,0,365,255,124,63,34,0
Q54VV7,0,0,0,0,0,0,0,0,227.952,256.743,75.001,54,15,0
Q54VW7,0,0,0,0,0,0,0,0,518.983,538.052,164.018,153,59,0
Q54WA3,0,0,0,0,0,0,0,0,84,79,21,13,13,0
Q54WE5,0,0,0,0,0,0,0,0,3,5,12,0,1,0
Q54WR5,0,0,0,0,0,0,0,0,163,200,95,148,39,0
Q54WR9,3,0,1,2,0,0,0,0,8376.243,8091.394,3280.886,3493.731,516.612,0
Q54WW7,0,0,0,0,0,0,0,0,45,46,7,8,8,0
Q54X82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q54XA2,0,0,0,0,0,0,0,0,16,18,13,0,0,0
Q54XK2,0,0,4,0,0,0,0,0,1475,1076,560,289,102,0
Q54XQ8,0,0,0,0,0,0,0,0,50,82.17,41,25,17,0
Q54XU5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q54Y03,0,0,0,0,0,0,0,0,35,56,14,0,15,0
Q54Y06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q54Y27,0,0,0,0,0,0,0,0,29,58,34,20,9,0
Q54Y32,0,0,0,0,0,0,0,0,152,209,79,11,39,0
Q54Y76,0,0,0,0,0,0,0,0,32,104,37,13,12,0
Q54YD4,1,0,0,0,0,0,0,0,317,463,179,66,54,0
Q54YD8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q54YG8,0,0,0,0,0,0,0,0,35,24,10,0,0,0
Q54YL2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Q54YN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q54YP4,0,0,0,0,0,0,0,0,16,28,14,12,7,0
Q54YR4,0,0,0,0,0,0,0,0,253,191,77,139,17,0
Q54YS0,0,0,0,0,0,0,0,0,55,69,12,0,11,0
Q54YT4,0,0,0,0,0,0,0,0,185,225,78,50,43,0
Q54YW4,0,0,0,0,0,0,0,0,102.26,156.245,61.724,33,22.698,0
Q54YZ4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q54ZR7,0,0,0,0,0,0,0,0,48,56,13,8,3,0
Q550A6,0,0,0,0,0,0,0,0,235.724,284,132,88,49,0
Q550A8,0,0,0,0,0,0,0,0,28,21,11,12,5,0
Q550K8,0,0,0,0,0,0,0,0,18,20,14,0,1,0
Q55190,0,0,0,0,0,0,0,0,999,808,309,343,68,0
Q551A3,0,0,0,0,0,0,0,0,107,87,33,24,6,0
Q551H3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q552L9,0,0,0,0,0,0,0,0,34,29,5,0,4,0
Q552R1,0,0,0,1,0,0,0,0,445,355,77,139,45,0
Q552W5,0,0,0,0,0,0,0,0,36,42,13,16,2,0
Q55318,0,0,0,0,0,0,0,0,479.252,590.053,263.74,190.751,83.723,0
Q55393,0,0,0,0,0,0,0,0,21,6,9,13,0,0
Q553E0,0,0,0,0,0,0,0,0,4.99,0,0,0,0,0
Q553R3,0,0,0,0,0,0,0,0,20,10,5,9,1,0
Q553V1,0,1,0,0,0,0,0,0,1337,1079,506,404,97,0
Q553W9,0,0,0,0,0,0,0,0,194,164,89,99,21,0
Q55403,0,0,0,0,0,0,0,0,93,60,37,15,20,0
Q554E2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q554J3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q55512,0,0,3,0,0,0,0,0,262,186,105,116,37,0
Q55563,0,0,0,0,0,0,0,1,80,148,47,12,27,0
Q55578,0,3,0,0,0,0,0,0,89,130,63,36,17,0
Q555N7,0,0,0,0,0,0,0,0,20,26,6,0,3,0
Q55629,0,0,0,0,0,0,0,0,42,41,12,0,0,0
Q55680,0,0,1,0,0,0,0,0,960.213,889,410,269,76,0
Q556J2,0,0,0,0,0,0,0,0,48,53,22,29,17,0
Q556Q0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q556Y4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q556Y8,0,0,0,0,0,0,0,0,283,196,57,74,34,0
Q556Y9,0,0,0,0,0,0,0,0,148,157,53,32,27,0
Q556Z9,0,0,0,0,0,0,0,0,13,25,10,12,0,0
Q55700,4,0,0,0,0,0,0,0,90,173,85,24,11,0
Q55720,0,0,0,0,0,0,0,0,199,129,29,37,17,0
Q55738,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q55774,0,0,0,0,0,0,0,0,1775,1457,676,729,107,0
Q55791,0,0,0,0,0,0,0,0,631,503,268,136,87,0
Q55793,0,0,0,0,0,0,0,0,419,319,150.994,76,25,0
Q557E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q557F7,0,0,0,0,0,0,0,0,165,216,62,66,12,0
Q557G3,0,0,0,0,0,0,0,0,7,4,0,2,1,0
Q55855,0,0,0,0,0,0,0,0,188,250,91,60,47,0
Q55863,0,0,0,0,0,0,0,0,1209.904,751,350,470,52,0
Q55874,0,0,0,1,0,0,0,0,265,231,127,27,47,0
Q558K8,0,0,0,0,0,0,0,0,194.245,329.892,96.421,23,31,0
Q55909,0,0,0,0,0,0,0,0,815,685,366,418,70,0
Q559A0,0,0,0,0,0,0,0,0,23,48,23,2,7,0
Q559X6,0,0,0,0,0,0,0,0,54.143,65.14,33.648,34,19,0
Q55A45,0,0,0,0,0,0,0,0,342,257,93,153,37,0
Q55AH5,0,0,0,0,0,0,0,0,50,55,18,25,20,0
Q55AP8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q55AX0,1,0,0,0,0,0,0,0,1340.043,1366,487,384,146,0
Q55B06,0,0,0,0,0,0,0,0,79,82,36,18,3,0
Q55B10,0,0,0,0,0,0,0,0,21,24,4,0,3,0
Q55BD5,0,0,0,0,0,0,0,0,140,181,58,22,17,0
Q55BJ6,0,0,0,0,0,0,0,0,1592,1304,553,1398,99,0
Q55BK0,0,0,0,0,0,0,0,0,159,172,66,35,23,0
Q55BN8,0,0,0,0,0,0,0,0,2,2,0,0,0,0
Q55BS1,0,0,0,0,0,0,0,0,140,126,70,48,6,0
Q55BZ4,0,0,0,0,0,0,0,0,34,26,12,0,0,0
Q55C58,0,0,0,0,0,0,0,0,28,17,5,4,1,0
Q55C66,0,0,0,0,0,0,0,0,164,272,421,373,136,0
Q55C77,0,0,0,0,0,0,0,0,351,288,173,147,85,0
Q55C80,0,0,0,0,0,0,0,0,2,9,1,4,0,0
Q55CA6,0,0,0,0,0,0,0,0,17.776,21.508,5,0,9,0
Q55CD9,0,0,0,0,0,0,0,0,101,95,35,13,22,0
Q55CJ3,0,0,0,0,0,0,0,0,56,70,12,10,5,0
Q55CL6,0,0,0,0,0,0,0,0,69,69,14,14,0,0
Q55CP6,0,0,0,0,0,0,0,0,392,366,132,244,36,0
Q55CS7,0,0,0,0,0,0,0,0,32,64,29,15,7,0
Q55CU8,0,0,5,0,0,0,0,0,506,378,169,100,48,0
Q55D17,0,0,0,0,0,0,0,0,22,19,4,3,1,0
Q55D90,0,0,0,0,0,0,0,0,70,59,24,25,2,0
Q55DA0,0,0,0,0,0,0,0,0,563.343,363.458,124.783,191.451,32.002,0
Q55DA3,0,0,0,0,0,0,0,0,13,11,3,0,0,0
Q55DE7,0,0,0,0,0,0,0,0,289,288,130,107,16,0
Q55DH0,0,0,0,0,0,0,0,0,3,19,0,0,2,0
Q55DJ3,0,0,0,0,0,0,0,0,133,135,37,24,29,0
Q55DM5,0,0,0,0,0,0,0,0,1166,1658,637,374,182,0
Q55DR6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q55DW4,0,0,0,0,0,0,0,0,135,91,57,48,15,0
Q55DY8,0,0,0,0,0,0,0,1,24,32,15,0,1,0
Q55E45,0,0,0,0,0,0,0,0,176,198,80,67,22,0
Q55E58,0,0,0,0,0,0,0,0,14,14,16,0,4,0
Q55E65,0,0,2,0,0,0,0,0,97,82,41,24,27,0
Q55EA1,0,0,0,0,0,0,0,0,31,48,13,16,0,0
Q55EC7,1,0,0,0,0,0,0,0,208,205,67,55,19,0
Q55ED4,0,0,0,0,0,0,0,0,126,311,70,14,9,0
Q55EF8,0,0,0,0,0,0,0,0,467.589,455,208,163,56,0
Q55EJ3,0,0,0,0,0,0,0,0,9,4,8,2,1,0
Q55EL3,0,0,0,0,0,0,0,0,150,144.006,178,121,39,0
Q55EX6,0,0,0,0,0,0,0,0,6,16,6,0,0,0
Q55EY8,0,0,4,0,0,0,0,0,24,43,4,4,7,0
Q55F42,0,0,0,0,0,0,0,0,249,231,50,93,45,0
Q55FJ6,0,0,0,0,0,0,0,0,61,47,30,8,2,0
Q55FN7,0,0,6,0,0,0,0,0,363,415,148,81,73,0
Q55FP0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q55FV8,0,0,0,0,0,0,0,0,56,71,28,12,12,0
Q55G83,0,0,0,0,0,0,0,0,221,217,63,90,27,0
Q55G91,0,0,0,0,0,0,0,0,59,54,26,2,4,0
Q55G97,0,0,0,0,0,0,0,0,6,9,6,2,0,0
Q55GC7,0,0,0,0,0,0,0,0,86,137,47,17,19,0
Q55GE2,0,0,0,1,0,0,0,0,1235,943,300,637,75,0
Q55GH9,0,0,0,0,0,0,0,0,311.978,177.016,62.179,42.653,14.12,0
Q55GJ6,0,0,0,0,0,0,0,0,603,640,192,413,91,0
Q55GN6,0,0,0,0,0,0,0,0,322,442,219,63,61,0
Q55GQ6,0,0,0,0,0,0,0,0,176,198,81,35,29,0
Q55GS2,0,0,0,0,0,0,0,0,6,19,11,0,2,0
Q55GS4,0,0,0,0,0,0,0,0,8,9,9,1,4,0
Q55GU0,0,0,0,0,0,1,0,0,965.646,1100.102,407,239,109,0
Q56078,0,0,0,0,0,0,0,0,953,851,464,634,78,0
Q561P3,0,0,0,0,0,0,0,0,180,154.3,61,46,23,0
Q561P5,0,0,0,0,0,0,0,0,1022,847,403,268,77,0
Q561R0,0,0,0,0,0,0,0,0,0,6.788,7,0,9.61,0
Q561R9,0,0,0,0,0,0,0,0,160,181,62,16,16,0
Q56237,0,0,0,0,0,0,0,0,365,373,148,107,43,0
Q562D6,0,0,0,0,0,0,0,0,244,147,65,114,14,0
Q56307,0,0,0,0,0,0,0,0,92.145,91.892,27,45.028,13,0
Q56598,0,0,0,0,0,0,0,0,15,13,0,0,3,0
Q566C7,0,0,0,0,0,0,0,0,8.511,16.283,9.715,5,0,0
Q566C8,0,0,0,0,0,0,0,0,19,35,10,7,10,0
Q566L7,0,0,0,0,0,0,0,0,224.8,331.61,134.488,171.753,36.435,0
Q566R7,0,0,0,0,0,0,0,0,6,9,0,0,8,0
Q567B1,0,0,0,0,0,0,0,0,48,86,25,14,7,0
Q567I4,0,0,0,0,0,0,0,0,143,181,126,18,28,0
Q567X1,0,0,0,0,0,0,0,0,47.853,57.341,14.767,23.281,24.247,0
Q567Y6,0,0,0,0,0,4,0,0,271,252,79,190,21,0
Q568D2,0,0,0,0,0,0,0,0,429,416,192,230,90,0
Q568W0,0,0,0,0,0,0,0,0,210.346,153.91,116.077,169.322,23,0
Q569D5,0,0,0,0,1,0,0,0,1003.493,849.978,415.514,402.116,49.709,0
Q569M3,0,0,0,0,0,0,0,0,4.892,0,0,0,0,0
Q569Z1,0,0,0,0,0,0,0,0,320,326,175,171,29,0
Q569Z2,0,0,0,0,0,0,0,0,209,184,82,17,12,0
Q56A24,0,0,0,0,0,0,0,0,79,63,18,6,6,0
Q56A35,0,0,0,0,0,0,0,0,61.733,60,14.103,0,17.556,0
Q56K03,0,0,0,1,0,0,0,0,1763,1710,892,1390,294,0
Q56UN5,0,0,0,0,0,0,0,0,94,129,44,25,10,0
Q56WD9,0,0,0,0,0,0,0,0,342.835,313.949,161.096,178.04,57.156,0
Q56WF8,0,0,0,0,0,0,0,0,1518,944,352,630,100,0
Q56X52,0,0,0,0,0,0,0,0,112,124,48,20,18,0
Q56X76,0,0,0,0,0,0,0,0,103.535,159,68,8,9,0
Q56XY2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q56Y42,0,0,0,0,0,0,0,0,116,101,47,34,14,0
Q56Y85,0,0,0,0,0,0,0,0,632,506.005,178,106,44,0
Q56YN3,0,0,0,0,0,0,0,0,200,204,75,166,45,0
Q56YN8,0,0,0,0,0,0,0,0,594,742,272,118,56,0
Q56YP2,0,0,2,0,0,0,0,0,1686.189,1730.861,702.852,607,231,0
Q56ZZ7,0,0,0,0,0,0,0,0,605,581,251,278,88,0
Q57097,0,0,0,0,0,0,0,0,11,12,5,0,7,0
Q57125,0,0,0,0,0,0,0,0,150,225.754,114,54,16,0
Q57180,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q57208,0,0,0,0,0,0,0,0,150,125,47,80,15,0
Q57251,0,0,0,0,0,0,0,0,474,394,113,157,21,0
Q57335,0,0,0,0,0,0,0,0,391.39,510,284.829,45,43,0
Q57555,0,0,0,0,0,0,0,0,83,64,14,5,8,0
Q57568,0,0,0,0,0,0,0,0,69.004,43,38,14,7,0
Q57581,0,0,0,0,0,0,0,0,112.658,101,29,23,8,0
Q575S8,0,0,0,0,0,0,0,0,762.089,609.654,260,174,36,0
Q57603,0,0,0,0,0,0,0,0,184,166,56,65,18,0
Q57664,0,0,0,0,0,0,0,0,85,64,25,3,8,0
Q57725,0,0,0,0,0,0,0,0,385,188,77,79,22,0
Q57726,0,0,0,0,0,0,0,0,30,63,24,0,9,0
Q57749,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q57772,1,0,0,2,0,0,0,0,3194.473,1773.183,985.213,871.744,125.165,0
Q57837,0,0,0,0,0,0,0,0,60,82,32,18,21,0
Q57871,0,0,0,0,0,0,0,0,22,24,0,0,1,0
Q57D43,0,0,0,0,0,0,0,0,177,169,165,115,34,0
Q57UZ7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q582G4,0,0,0,0,0,0,0,0,73,81,22,0,5,0
Q58421,0,0,0,0,0,0,0,0,346.919,168.661,76.995,66.057,7,0
Q58424,0,0,5,0,0,0,0,1,1617.684,1488.645,664.258,470,178.993,0
Q58458,0,0,0,0,0,0,0,0,18,15,7,4,13,0
Q58459,0,0,0,0,0,4,0,0,344,340,118,96,70,0
Q58588,0,0,0,0,0,0,0,0,6,0,0,6,1,0
Q58623,0,0,0,0,0,0,0,2,366,250,135,206,19,0
Q58760,0,0,0,0,0,0,0,0,12,27,4,11,6,0
Q58871,0,0,0,0,0,0,0,0,6,6,0,0,5,0
