Entry,USVI_118_A,UVI_092_B,UVI_094_B,UVI_096_B,UVI_108_B,UVI_132_B,UVI_092_C,UVI_094_C,UVI_100_C,UVI_102_C,UVI_104_C,UVI_106_C,UVI_108_C,USVI_118_C,UVI_132_C,UVI_136_C,UVI_138_C,UVI_106_D,M_d6_A,Past_d1_A,Past_d2_A,Past_d3_A,Past_d6_A,Past_d7_A,M_d6_B,O_d1_B,O_d3_B,O_d6_B,O_d7_B,O_d8_B,Past_d7_B,Pstr_d7_B,M_d1_C,M_d3_C,M_d6_C,O_d1_C,O_d3_C,O_d6_C,O_d7_C,O_d8_C
Q9LJU7,8,60,37,55,0,0,0,0,6.975,15,7,14,7,1,14.742,18.4,5.681,6,0,25,34,15,7,3,0,0,0,0,0,0,0,15,0,0,4.652,0,1,0,0,2.316
Q9LJX4,1526,137,131.239,435,5,3,12,39,70.017,314,110.341,275,280,12,148,68,59,62.89,0,7819,5527,2198,5398,320,0,0,0,0,0,0,0,21,223,299,247,124,335,445,232,457
Q9LJX8,462.81,290.909,193.307,426.436,7.138,3,7,1,3,5,4,3,9,0,129,49,66,31.986,0,1397,1392,571,421,170,0,0,0,0,0,0,0,33.152,174,201,148,16,5,10,17,11
Q9LK09,30.594,148,57,175,2,0,0,0,0,0,0,6,0,0,0,0,0,4,0,259.43,212.976,90.575,112.1,22.674,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
Q9LK25,49,73,83,175,6,0,0,1,0,0,0,2,1,2,13,7,0,0,0,257,243,106,88,13,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0
Q9LK65,17,68,60,132,2,0,0,0,0,0,0,1,0,0,1,0,7,0,0,46,49,29,13,5,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0
Q9LKB9,193,137.097,149,558.633,4,0,12,28,20,64,26,102,80,14,75,28,48.001,13,2,1242,1032,516,258,50,0,0,0,0,0,0,0,8,30,83,33,128,234,295,164,379
Q9LKW9,82,36,37,79,0,0,0,3,0,1,5,8,4,0,45,9,29,18,0,469.021,672.614,345.585,74,72,0,0,0,0,0,0,0,15,49,87,67,10,12,12,15,23
Q9LM02,72,250,143,384,3,0,0,37,5,10,2,18,17,17,0,5,2,7,0,242,188,80,150,42,0,0,0,0,0,0,0,81,4,8,15,0,4,0,0,3
Q9LM92,162.162,205,142,303,8,4,0,0,0,0,0,0,0,0,106,85,45,3,0,545.006,469.003,173.232,235.288,102.032,10,2,0,1,0,0,0,51,225,222,376,10,1,3,7,2
Q9LMA1,85,221,171,408,8,0,35,51,85,350,117,228,256,12,107,47,33,44,0,175,211,56,84,22,0,0,0,0,0,0,0,67,590,694,539,457,820,751,571,585
Q9LMJ7,20,24,11,23,0,0,0,0,0,1,1,0,0,0,0,1,0,4,0,135,149,58,20,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Q9LMT1,121,157.867,81.71,173.471,3,0,0,1,0,2,0,1,0,6,19,11,6,3,0,338,333,141,55,47,0,0,0,0,0,0,0,52.998,2,2,5,13,15,4,5,10
Q9LMT2,144,239,188,397,8,0,10,6,0,8,3,19,5,10,6,9,8,12,1,369,398,202,161,33,0,0,0,0,0,0,0,33,3,2,21,68,131,107,79,116
Q9LN20,9,78,91,140,3,0,1,0,0,2,0,4,0,0,35,10,15,2,0,69,79,12,6,5,0,0,0,0,0,0,0,34,0,0,0,1,1,0,0,0
Q9LND7,18,30,11,66,3,0,0,2,0,1,0,5,0,0,5,0,0,0,3,143,165,111,16,15,0,0,0,0,0,0,0,0,5,19,2,2,0,2,0,0
Q9LP45,102,142,67,112,7,0,35,53,23,49,29,6,3,8,155,65,55,11,0,442,400,145,254,34,0,0,0,0,0,0,0,75,46,24,39,817,1215,1095,737,922
Q9LPV5,8048.474,6295.426,4671.045,7907.315,198.331,8,318.002,670.006,1234,5496.865,2011.999,5270,5704,77.999,5391.998,1404.999,1311,57,0,21305.633,13008.867,5938.978,4582.306,1199.62,0,0,0,0,0,0,0,554.641,13220.018,16284.999,12110,6515.999,10822.771,11458.675,8383.454,8420.869
Q9LPX2,18.001,39,16,55,0,0,20,30,5,15,6,10,22,5,137,67,60,16,0,107,114,56,15,11,0,0,0,0,0,0,0,0,127,87,90,28,14,26,8,31
Q9LQ14,58,298,244,609,13,2,28,30,0,15,5,17,7,12,90,40,30,0,0,389.017,293.181,112,143,9,0,0,0,0,0,0,0,112,30,57,30,300,447,338,363,347.281
Q9LQ16,12,25.995,19.999,70.964,0,0,0,0,0,1,0,0,0,1,7,15.302,7,0,0,106.983,129.819,52,24,5,0,0,0,0,0,0,0,9,4,6,4,0,1,0,1,2
Q9LQK0,12,21,9,15,0,0,0,0,0,1,0,1,0,0,8,2,1,0,0,17,53,6,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LR64,69,91,92,230,6,1,9,1,0,0,0,0,4,3,1,0,1,2,0,553,593.014,263,242,35,0,0,0,0,0,0,0,5,0,0,0,9,23,24,23,54
Q9LR75,71.118,191,145,314,6,0,24,37,0,7,11,10,6,2,54,5,2,13,0,483.844,374,214,151.34,24.696,0,0,0,0,0,0,0,58,2,6,19,365,501,436,369,334
Q9LR78,97,165.808,143,375,5,0,2,0,74,296,91,234.001,285,5,63,29,19.121,13,0,397.933,442.571,166.007,76.008,43.012,0,0,0,0,0,0,0,46.638,0,1,0,1,13,10,3,15
Q9LRE6,38,18,34,107,7,0,37,89,52,153,92,146,216,6,22,8,2,13,0,242.426,256.45,73.915,42.982,5,0,0,0,0,0,0,0,7,4,8.911,17,699,1415,1163,738,1662
Q9LSE4,53,35,17,43,1,0,23,53,53,223,123,206,223,3,247,141,135,0,0,381,256,75,67,27,0,0,0,0,0,0,0,2,392,583,393,365,800,511,449,624
Q9LSL9,1,107,62,176,4,0,0,0,2,2,0,2,1,2,22,9,12,15,0,8,20.455,6,0,8,0,0,0,0,0,0,0,16,0,0,0,6,15,5,0,18
Q9LSV0,33,25,11,52,1,0,0,0,0,0,0,7,0,0,0,0,1,4,0,181,203,77,108,27,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Q9LSX4,73,39,35,68,0,0,0,0,0,0,0,0,0,0,30,6,6,5,0,242,293,105,128,51,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
Q9LT02,17,110,73,256,4,4,10,14,11,16,23,54,28,5,31,14,26,7,0,98,117,43,23,11,0,0,0,0,0,0,0,21,8,8,6,100,160,97,53,74
Q9LT25,10,57,28,83,8,0,0,0,0,5,0,0,0,1,9,1,0,5,0,44,42,15,5,5,0,0,0,0,0,0,0,6,5,10,11,0,0,0,0,0
Q9LT31,8,58,31,76,4,0,1,0,0,6,1,3,6,1,8,4,1,11,0,26,24.213,8,0,1,0,0,0,0,0,0,0,39,9,3,9,2,16,11,4,17
Q9LT68,390,604.879,385.019,1583.661,23,1,27,33,102,440,215,427,514,20,212.014,153,106,51,1,2256,1728,805,582,108,0,0,0,0,0,0,0,61,49,31,37,43,48,78,68,75
Q9LTD8,13,59,27,73,1,0,12,13,13,18,4,22,16,7,50,29,14,1,0,58,60,46,3,2,0,0,0,0,0,0,0,4,10,13,3,66,105,69,43,119
Q9LTI3,7,14,19,44,1,0,0,0,0,4,1,0,0,0,22,5,10,2,0,19,41,7,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Q9LTS6,18,17,8,26,0,0,0,0,3,13,7,7,12,0,1,0,1,5,0,64,35,10,24,8,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
Q9LTX4,83,24,20,85,2,0,2,15,17,107,18,70,106,0,28,16,15,7,0,51,75,23,8,2,0,0,0,0,0,0,0,6,16,51,40,44,117.004,217.003,101.002,252.226
Q9LU46,61,59,46,78,1,0,0,0,1,1,6,5,4,6,0,0,0,12,0,208,222,109,164,29,0,0,0,0,0,0,0,12,4,6,4,2,1,0,0,0
Q9LV93,18,94,68,177,2,0,0,2,5,34,8,22,18,2,3,0,5,13,0,369,419,208,94,22,0,0,0,0,0,0,0,7,16,13,10,9,11,17,0,17
Q9LVE4,245.026,78,45,86,2,0,4,2,0,0,3,17,6,2,28,11,4,6,0,1355.302,1147.377,605.003,375.427,65,0,0,0,0,0,0,0,6,6,6,8,0,1,0,0,1
Q9LVJ0,90,130.104,78,199,9,0,5,0,0,1,2,0,1,1,6,4,5,9,0,350,474.999,166.22,163,67,0,0,0,0,0,0,0,35,42,50,103,2,0,2,1,9
Q9LVQ8,35,46,58,125,6,0,12,25.001,11,27.688,14,22.013,21.665,10,58.549,27,34,12,0,274,158,81,43,17,0,0,0,0,0,0,0,0,126,141,104,72,100.944,157.751,42,184.635
Q9LW15,206.999,148.957,80.811,193.14,2,0,28,51,11,38,31,69,45,1,208,69,66,10,0,844.999,673,243,305,98,0,0,0,0,0,0,0,24,127,150,148,538,1006,911,674,732
Q9LX31,169,109,33,77,1,0,0,0,0,0,0,13,2,3,68,14,36,9,0,699,870,367,542,130,0,0,0,0,0,0,0,34,1,2,1,0,0,0,0,1
Q9LXC9,379.106,228.533,153,388,0,2,62,144,168,487,258,544,616,16,16,9,1,8,0,1438.853,1436.006,473.9,827.025,171,0,0,0,0,0,0,0,19,4,1,6,893,1199,1110,1085,953
Q9LXF8,573.001,18,22,47,0,0,0,4,3,2,2,16,1,0,8,5,3,3,0,2363,2067.001,659,1077.999,113,0,0,0,0,0,0,0,0,0,0,2,17,26,13,3,51
Q9LXG1,1534.604,533,309,786,14,1,85,129,1,9,17.298,4,10,18,220,114,118,34.999,4,4598,4663,2792,4276,734,0,0,0,0,0,0,0,66,307,340.002,201,1610,3133.001,1946.999,5539,1127.002
Q9LY75,28,18,17,38,0,0,2,5,2,0,6,12,6,1,16,9,5,0,0,35,81,15,20,24,0,0,0,0,0,0,0,3,22,29,25,31,55,17,5,43
Q9LYA9,23,33,14,51,1,0,0,0,0,0,0,9,0,4,3,0,0,0,0,85,82,54,35,7,0,0,0,0,0,0,0,0,0,0,0,0,10,7,2,4
Q9LYJ9,118,50,58,45,2,0,0,1,93.332,387.377,162.477,227.829,357.619,5,35.407,66.585,368.146,16,0,646.999,713,278,435,61,0,0,0,0,0,0,0,8,2,4,4,4,2.067,2,0,0
Q9LYN7,384.175,207,197,523,2,0,38.356,81.604,101.423,508.097,124.383,381.637,447.23,8,449.03,264.905,131.914,45.21,0,2031.454,1428.133,562.576,915,65.151,0,0,0,0,0,0,0,44,435.612,670.729,456.117,287.433,733.976,1101.588,589.929,1186.849
Q9LYR5,189.933,7,7,10,3,0,0,1,0,1,0,6,4,0,0,0,1,0,0,628,717,222,313,106,0,0,0,0,0,0,0,5,1,0,3,11,32,1,2,22
Q9LYT1,3.97,0,0,6,0,0,0,0,26,188,85,118,173,1,0,0,0,1,0,1.99,1.924,0,0,3.159,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0
Q9LYW5,10,11,30,46,0,0,2,3,5,22,8,16,24,2,3,0,0,3,0,64,55,21,32,19,0,0,0,0,0,0,0,1,0,3,0,22,66,39,20,58
Q9LYZ9,12,515.33,356.825,929.05,15,0,32,30,6,17,7,93,30,7,16,11,8,19,0,59,37,17,17,17,0,1,0,0,0,0,0,127.994,5,3,11,444,622,331,231,341
Q9LZ82,283.678,257,192,416,3,0,0,1,13,31,9,23,32,6,48,42,21,37,0,827.983,975.106,348.67,200,121,0,0,0,0,0,3,0,56,8,6,12,9,21,5,6,7
Q9LZ98,109,90,74,155,5,0,0,0,9,69,23,0,10,2,302,161,134,0,0,518.564,441.861,134.109,266.355,40.818,0,0,0,0,0,0,0,1,6,2,0,3,6,11,2,7
Q9LZA6,17,99,41,130,6,0,2,0,2,0,4,5,10,0,29,39,10,0,0,110,75,31,33,9,0,0,0,0,0,0,0,9,0,0,1,18,29,3,2,38
Q9LZK5,7,107,74.041,189,9,0,26,21,37,157,88,104,158,3,207,123,95,2,0,39,76,18,0,1,0,0,0,0,0,0,0,13,167,112,211,345,449,393,237,293
Q9LZQ9,78,87,50,127,0,0,1,0,1,0,7,15,5.002,5,11,3,7,1,0,285,273,90,18,36,0,0,0,0,0,0,0,26,10,3,1,15,12,15,13,4
Q9LZS3,11,23,30,83,0,0,1,0,4,5.002,2,1,5,3,2.005,2,0,14,0,134,114,47,22,8,0,0,0,0,0,0,0,0,1,0,8,0,2,1,0,8
Q9M041,134,24,19,48,0,0,0,0,10,40,8,38,26,1,20.997,4,10,15,0,626,536.3,193,263,19,0,0,0,0,0,0,0,15,38,34,53,13.527,4,8,7,8.407
Q9M081,5,37.343,19,76.989,1,0,0,0,11,65,10,26,41,1,20,0,3,0,0,67,65,20,25,3,0,0,0,0,0,0,0,7.975,5,6,8,1,7,2,8,11
Q9M0E5,0,42.65,38.195,88.409,0,0,0,0,1,18,3,1,1,0,29,2,16,2,0,1,15,0,0,0,0,0,0,0,0,0,0,11,7,5,4,2,2,0,2,14
Q9M0S5,402.8,106,88,264,1,0,0,0,0,26,4,8,13,5,42,25,22,9,0,3360.264,1961.55,913,1273.806,155,0,0,0,0,0,0,0,33,1,3,4,0,5,3,0,3
Q9M0V0,17,29,18,53,1,0,0,0,0,0,0,0,0,1,12.41,0,8,0,0,97,99,32,36,17,0,0,0,0,0,0,0,4,2,0,0,6,0,0,0,1
Q9M0Y8,45,79,52,127,6,0,0,1,1,6,0,21,3,1,4,9,0,10,0,170,178,61,62,16,0,0,0,0,0,0,0,16,1,0,1,2,0,0,0,4
Q9M1H3,149,125.696,122.165,200.531,3.346,0,15,19,8,38,25,50,39.148,37,73.016,52,22,0,0,466,577,211,226,70,0,0,0,0,0,0,0,19.095,212,192,177,273.922,547.81,633.246,670,410.914
Q9M1K2,281.999,438.097,387.851,950.545,11,0,35,106,105,472,200,477.99,518,12,457,303,194,31,0,1283.178,1643.043,708.809,324,221.305,0,0,0,0,0,0,0,98,726,870,646,522,1055,1061,662,1225
Q9M2G7,64,6,7,7,0,0,1,0,0,0,3,2,0,1,19,5,0,0,0,142,165,61,30,14,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0
Q9M2P2,125,30,26.12,59,1,0,0,0,2,21,6,41,23,7,3,0,0,0,0,249,262,121,66,70,0,0,0,0,0,0,0,0,3,14,14,19,45,30,31,32
Q9M2P7,403,109,96,174.306,6,0,0,1,0,1,4,15,0,5,0,0,4,0,0,1896,1528,569,1120,135,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,4
Q9M2T9,52,47,39,89,0,0,0,1,1,2,1,10,2,6,2,0,0,0,0,229,204,71,49,25,0,0,0,0,0,0,0,24,1,3,0,1,0,2,2,3
Q9M304,100.999,224,120,370.859,4,0,1,18,16,78,43,74,98,7,177,78,42,0,0,590.772,253.162,135.404,210.459,14,0,0,0,0,0,0,0,29,1,7,4,103,130,183,124,248
Q9M354,105,17,11,30,6,0,0,1,5,4,4,4,2,4,22,4,2,5.246,0,286,297,104,191,42,0,0,0,0,0,0,0,5,0,0,3,2,4,0,0,8
Q9M390,34,6,4,24,0,0,1,1,2,4,30,37,33,1,5,2,0,4,0,76.999,93.002,43,17,15,0,0,0,0,0,0,0,0,5,6,8,4,45,15,32,20
Q9M3G7,4,111,91,176,5,0,9,42,2,25,15,26,18,1,37,11,11,2,0,24,14,3,0,3,0,0,0,0,0,0,0,9,40,33,46,229,325,277,146,353
Q9M4A1,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,2,7,0,2,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0
Q9M4B5,21,67,24,77,6,0,34,45,2,6,10,14,7,5,0,2,1,0,0,50.998,40.85,14,6,13.492,0,0,0,0,0,0,0,53,4,4,0,0,0,1,0,0
Q9M571,67,29,15,46,0,0,0,1,0,3,4,5,3,1,28,17,13,28.651,1,373.378,318.469,120.003,144,10,0,0,0,0,0,0,0,0,0,0,2,7,9,5,0,15
Q9M622,7,46,58,92,4,0,19,49,47,274,62,156,274,1,265,81,81,7,0,71,61,25,16,4,0,0,0,0,0,0,0,4,406,670,331,200,490,627,495,631
Q9M7R0,152.389,40.542,42.601,68.354,1,0,1,8,37,109,51,57,110,7,13,15,10,8,3,788.134,824.443,308.145,250.345,119,0,0,0,0,0,0,0,5.261,23,12,14,31,52,22,11,40
Q9M888,194,320.318,243.295,514.727,7,0,2,3,0,0,1,1,2,13,7,0,1,34,0,643,543,236,284,38,0,0,0,0,0,0,0,35.724,5,1,6,39,45,59,49,58
Q9M8D3,28,7,24,43,3,0,0,1,2,2,0,10,2,0,12,13,6,4,0,591,284,128,114,3,0,0,0,0,0,0,0,0,0,0,0,2,7,1,11,12
Q9M8J2,24,34,28,57,0,0,0,0,0,3,0,0,0,0,28,35,44,1,0,51,53,38,12,3,0,0,0,0,0,0,0,7,0,0,1,0,1,6,3,1
Q9M8J9,180,497,358,766,23,2,12,13,2,7,9,16,6,6,81,73,46,7,0,607,833,253,145,32,0,0,0,0,0,0,0,134,19,49,58,43,62,49,45,49
Q9M8K7,300.867,94,53,203,2,0,51,68,116,283,185,322,406,7,217,122,88,10,0,976.208,939.998,367.411,724,91,0,0,0,0,0,0,0,16,281,297,331,623,921,892,596,966
Q9M8L9,122.997,48,40,68,1,1,0,8,3,5,1,5,6,4,34,25,6,5,0,613.012,419,162.334,169,31,0,0,0,0,0,0,0,0,3,7,12,74,158,113,67,100
Q9M8T9,2,5,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Q9M8Y0,23,100.838,130.522,261.324,3,0,2,5,2,13,11,4,4,5,54,14,7,4,0,67,64,32,10,2,0,0,0,0,0,0,0,20.76,1,0,4,42,87,0,18,65.896
Q9M8Z7,84,107.524,65,158,2,0,0,0,20,29,24,40,73,0,48,30,10,16,0,796,739,308,316,56,0,0,0,0,0,0,0,13,0,3,1,14,69,39,43,114
Q9M907,35,177,162,433,11,0,18,20,2,12,5,10,14,21,66.998,35,21,9,0,143,216,82,39,34,0,0,0,0,0,0,0,25,13,6,10,6,27,13,10,18
Q9M9E8,48,116,72,184,2,0,3,14,15,65,19,19,13,1,15,10,1,0,0,145,173,78,54,29,0,0,0,0,0,0,0,1,6,8,2,22,19,9,0,21
Q9M9W9,110,57,56,122,1,0,11,30,41,180,82,185,245,1,189,98,82,0,0,367,459,178,117,56,0,0,0,0,0,0,0,4,336,210,198,244,613,582,278,770
Q9M9Y8,8,1,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9MA15,17,58,45.051,184,1,0,0,1,1,1,0,4,3,2,6,9,2,1,0,129,133,70,32,19,0,0,0,0,0,0,0,9,241,270,220,0,0,0,0,3.022
Q9MA90,17,23,5,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,52,83,37,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9MAA2,10,63,54,126,1,1,1,4,22,153,35,158,190.894,0,14,15,12,1,0,7,20,2,3,0,0,0,0,0,0,0,0,19,0,1,0,13,22,25,22,40
Q9MAG3,123.597,144.38,137.313,436.001,5.018,0,5,17,12,102.536,5.161,68,47.39,8,84.729,12,15,18,0,602.301,475.97,170,199.142,35,0,0,0,0,0,0,0,12,65,131,92,22,51.68,122.001,31,192
Q9MAH3,48,76,38,108,0,0,0,0,13,92,38,84,105,0,10,0,0,6,0,104,141,78,17,23,0,0,0,0,0,0,0,4,4,5,10,1,0,0,0,0
Q9MAQ3,15,25,25,73,2,0,0,0,0,7,0,2,2,1,76,57,31,1,2,54,66,22,14,12,0,0,0,0,0,0,0,0,16,20,18,1,8,7,5,19
Q9MAT5,121,85,58,143,1,0,0,0,0,0,0,0,0,0,1,0,0,4.116,0,430,437,186,137,52,0,0,0,0,0,0,0,3,3,5,0,0,0,0,1,1
Q9MB58,64,36,33,71,1,0,5,14,22,64,24,53,46,0,75,47,42,4,0,197,209,86,52,52,0,0,0,0,0,0,0,0,121,93,98,79,154,56,25,136
Q9MBF8,73,26,8,87,0,0,1,1,9,23,6,14,16,0,22,0,1,3,0,992,572,319,170,29,0,0,0,0,0,0,0,11,9,11,10,2,21,21,9,81
Q9MZ19,1,26,34,50,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,7,8,1,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Q9N1Q9,221,98,54,113,2,0,0,0,37,123,50.977,111.929,167.721,2,0,0,0,27,4,829,952,342,187,90,0,0,0,0,0,0,0,29,0,0,2,0,1,0,0,0
Q9N1R0,90,22,19,110,0,0,2,2,2,13,2,4,8,2,17,5,4,1,0,192,269,134,37,34,0,0,0,0,0,0,0,29,7,17,9,17,41,36,30,71
Q9NES8,22,361,282.918,807.757,23,0,17,20,31,90,61,99,117,19,13,9,5,18,0,49,79,28,44,12,0,0,0,0,0,0,0,49,1,3,7,80,51,138,140,94
Q9NGQ2,102,365,254,738,7,0,12,21,46,132,106,149,176,6,124,60,64,22,1,436.027,474,235,95,74,0,0,0,0,0,0,0,62,7,1,7,17,30,35,12,112
Q9NHW7,33,108,36,203,8,0,20,18,529,1814,968.984,1850,2149.921,38,546,98,241,27,0,118,120,69,46,17,0,0,0,0,0,0,0,17,3,1,0,166,305,206,286,187
Q9NIF3,0,198.118,151,393,12,2,0,0,0,0,1,1,2,2,5,9.837,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2,2,7,11,6,0,1,5
Q9NJ15,11,31,13,77.27,0,0,3,0,3,15,0,20.72,15.46,0,51.201,9.771,20,0,0,95,85,50,8,5,0,0,0,0,0,0,0,2,5,4,5,3,1.534,0,0,11.267
Q9NJU9,102,207,154,285,7,0,0,3,5,36,17,26,26,2,86,43,19,16.12,0,472,445,205,105,48,0,0,0,0,0,0,0,59,18,19,35,22,20,48,12,37
Q9NKW1,52,20,12,44,0,0,0,0,0,0,0,3,0,0,4,0,2,1,0,250,402,136,209,34,0,0,0,0,0,0,0,3,0,0,3,2,0,0,0,6
Q9NQ36,27,616.558,578.36,1708.147,21.546,0,0,0,6,9,2,14,20,0,20,2,16,39,1,111,83,25,16,7,0,0,0,0,0,0,0,181,20,42,10,5,4,19,4,19
Q9NQE7,156,152,89,216,5,0,120,143,198,628,342,533,710,0,1073.276,534,542,25,0,771,537,231,509,52,0,0,0,0,0,0,0,24,1970,2269,2051,1322,1653,1645,1659,1394
Q9NQT8,197,440,304,842,13,3,50.874,68.474,131.282,451.077,226.243,487.888,482.998,5,521.078,198.938,173.053,48,0,688.999,636,332,239,112,0,0,0,0,0,0,0,78,327.191,655.293,277.036,294.648,763.787,548.713,458.897,576.727
Q9NR30,53,40.749,37.467,77.741,2,0,0,0,1,2,1,5,2,3,9,6,0,1,0,240,156,77,69,18,0,0,0,0,0,0,0,23.168,0,2,2,0,0,0,3,0
Q9NS40,23,23,33,77,4,0,2,2,0,5,1,4,0,1,19,3,0,2,0,19,89.044,49.259,14,1,0,0,0,0,0,0,0,0,0,0,1,7,7,8,1,9
Q9NSA2,104,51,48,70,2,0,0,0,1,1,0,13,0,3,12,7,3,0,0,308,367,101,53,53,0,0,0,0,0,0,0,0,9,26,7,0,0,1,0,0
Q9NSK0,7.46,16,11,47,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,27.89,22,14.998,0,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9NUV9,96,52,47,141,0,0,0,5,12,49,32,48,59,4,22,11,8,5,0,288,341,123,130,63,0,0,0,0,0,0,0,2,27,11,12,22,55,40,56,30
Q9NV31,26,32,6,31,0,0,0,1,0,1,0,0,0,0,7,0,4,1,0,62,37,28,13,17,0,0,0,0,0,0,0,9,0,0,0,2,1,0,6,0
Q9NW15,35,31,24,87,0,0,0,2,2.871,8,0,2,4,0,11,2,3,0,0,169,241,127,37,23,0,0,0,0,0,0,0,7,26,22,23,2,8,1,1,17
Q9NWT6,34,27,9,31,0,0,0,0,0,0,0,2,0,0,0,0,2,6,0,96,160,45,29,24,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Q9NZ45,42,172,105,281,7,0,4,0,1,0,0,2,0,3,1,0,0,0,0,109,63,30,78,29,0,0,0,0,0,0,0,28,62,61,83,0,3,0,1,1
Q9NZJ4,198,381,291,624,11,0,3,8,79,390,140,296,298,11,176,57,61.003,39.006,0,679.922,827.578,289.516,205,150,0,0,0,0,0,0,0,46,44,39,39,26,90,140,74,236.324
Q9NZR1,41,182,137,314,0,0,41,132,189.188,483,312,578,613.998,4,53,13,12,4,0,181,200,89,8,18,0,0,0,0,0,0,0,51,469,461,410,1177,1839,1811,1083,1680
Q9NZS9,59,16,12,97,4,1,1,2,0,10,2,5,4,1,0,1,2,2,0,308,258,102,87,25,0,0,0,0,0,0,0,0,0,1,0,0,1,6,2,3
Q9NZT1,257.999,246,224.793,561,7,0,13,61,16,61,22,47,52,15,337,183,146,32,0,1069,1057,215,121.996,100,0,0,0,0,0,0,0,46,494,530,583,353,500,334,232,394
Q9P0K7,14,7,15,23.507,1,0,0,0,1,23,6,13,11,0,1,0,0,0,0,31,35,7,0,4,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0
Q9P0L9,192,384,222,526.707,16.98,1,0,0,0,0,0,1,0,0,0,0,0,10,0,523,467,229,153.909,57,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0
Q9P0X4,309.487,58,66.317,198.505,1,0,19,21,46,184.934,102,123,204,4,185,69.089,62,3,0,942.539,1223.646,627.637,320.438,120.499,0,0,0,0,0,0,0,28,217.002,221,170.6,197,297,366,276,473
Q9P1Y6,8,513,293,717.98,10,0,0,0,0,4,4,3,1,0,1,0,1,4,3,43,26,28,4,13,0,0,0,0,0,0,0,45,0,0,0,3,5,1,0,0
Q9P225,23.002,62,37,52,1,0,0,4,4,56,3,5,21,1,16,5,5,0,0,69,78,108,49,24,0,0,0,0,0,0,0,17,1,5,2,9,29,33,17,102
Q9P2D7,94,144.601,130,390,3,0,15.996,27,19.426,45.7,29.251,44.094,34.939,6,91.028,12.835,16.074,10,0,387,278,220,163,17,0,0,0,0,0,0,0,29,237.513,266.261,189.6,631,923.817,660.589,382.979,603.122
Q9P2E3,86.631,17,11,54,0,0,0,2,0,9,4,13,13,0,13,0,3,1,0,222.192,380.004,86.71,105.411,43,0,0,0,0,0,0,0,15,0,4,0,0,14,26,10,31
Q9P2G9,11,53,42,67,1,0,0,0,1,2,6,1,7,0,4,0,0,14,0,72,60,15,5,2,0,0,0,0,0,0,0,0,0,1,0,1,12,2,0,4
Q9P2K9,23,16,24,49,0,0,0,0,2,48,4,45,49,5,27,6,4,13,0,204,118,64,20,3,0,0,0,0,0,0,0,10,5,16,10,4,3,4,0,17
Q9P2S5,2,0,7,2,0,0,0,0,0,0,0,24,0,0,0,1,0,0,0,14,13,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Q9P3T7,6,17,15,8,1,0,1,1,0,0,1,0,0,0,1,0,1,9,0,10,26,18,0,3,0,0,0,0,0,0,0,0,4,1,0,0,2,0,2,2
Q9P3U1,97,234,199,616,6,0,1,0,3,2,2,4,1,5,0,0,0,33,0,355,414,152,181,41,0,15,16,32,37,41,0,52,6,15,0,2,0,10,1,2
Q9P3U4,6,2,16,26,1,0,0,0,0,0,0,0,0,0,1,0,0,7,0,49,48,24,6,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5,5
Q9P4S5,37,30,26,37,0,0,0,0,1,2,0,3,2,0,1,1,2,0,0,161,175,64,43,50,0,0,0,0,0,0,0,10,8,5,6,0,0,0,0,0
