"","USVI_118_A","UVI_092_B","UVI_094_B","UVI_096_B","UVI_108_B","UVI_132_B","UVI_092_C","UVI_094_C","UVI_100_C","UVI_102_C","UVI_104_C","UVI_106_C","UVI_108_C","USVI_118_C","UVI_132_C","UVI_136_C","UVI_138_C","UVI_106_D","M_d6_A","Past_d1_A","Past_d2_A","Past_d3_A","Past_d6_A","Past_d7_A","M_d6_B","O_d1_B","O_d3_B","O_d6_B","O_d7_B","O_d8_B","Past_d7_B","Pstr_d7_B","M_d1_C","M_d3_C","M_d6_C","O_d1_C","O_d3_C","O_d6_C","O_d7_C","O_d8_C"
"P50108",2,117,52,94,1,0,8,9,5,63,17,26,18,6,10,13,14,11,0,114,137,50,20,25,0,0,0,0,0,0,0,25,88,128,110,148,255,200,146,200
"P50429",113,269,112,371,7,1,0,0,0,0,0,3,0,0,0,0,0,6,0,1196,1093,405,359,105,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0
"P50430",367,254,225,131,3,0,0,0,1,7,4,2,5,24,71,34,25,16,0,2494,2431,746,924,165,0,0,0,0,0,0,0,36,25,35,30,9,41,26,31,27
"P50607",21,5,4,20,0,1,0,0,9,9,11,16,42,1,4,3,2,4,0,214,249,93,43,27,0,0,0,0,0,0,0,8,7,1,9,1,1,1,11,13
"P50648",165,768,647,1554,16,1,28,131,245,831,222,818,1064,40,19,7,2,55,0,5122,3657,1568,2319,351,0,0,0,0,0,0,0,153,1865,2422,1931,1749,3054,3561,2756,3335
"P50944",1,61,23,77,3,0,0,0,0,0,0,0,1,0,5,2,1,0,0,40,75,47,0,9,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0
"P51136",8,16,12,29,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,90,172,55,17,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"P51138",6,37,32,56,1,0,0,0,0,0,0,1,0,0,0,2,0,2,0,115,137,22,10,26,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0
"P51193",1702,848,442,983,26,3,445,585,307,614,652,866,899,39,4447,2449,2143,42,2,6972,5717,2242,3812,876,88,75,102,55,104,52,0,96,2733,3537,2811,5604,8348,7249,8025,5029
"P51563",60,0,0,6,0,0,9,23,28,125,58,98,161,3,582,260,243,0,0,566,463,261,155,64,0,0,0,0,0,0,0,0,620,944,866,143,357,345,272,537
"P51566",0,38,34,60,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,13,24,0,7,0,0,0,1
"P51567",9,51,16,35,2,0,0,0,1,1,1,1,0,2,6,3,1,0,0,119,122,44,49,7,0,0,0,0,0,0,0,12,0,0,0,0,7,0,0,7
"P51568",8,11,7,42,0,0,0,2,2,5,4,2,6,0,27,20,1,0,0,96,113,43,18,9,0,0,0,0,0,0,0,0,27,15,12,17,13,8,1,29
"P51691",1,6,8,16,1,0,5,12,70,407,172,306,412,2,1,1,1,1,0,316,321,102,113,13,0,0,0,0,0,0,0,46,0,0,0,389,1179,1769,1102,1660
"P51792",14,34,19,40,0,0,0,4,1,19,0,0,0,3,4,7,7,0,0,75,72,38,32,7,0,0,0,0,0,0,0,18,24,24,25,14,9,6,2,19
"P51799",91,5,10,10,0,0,0,0,0,0,0,4,1,2,18,3,1,0,0,193,208,80,45,19,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,5
"P51817",36,0,1,26,0,0,0,10,0,0,0,0,0,0,38,10,5,5,0,17,26,13,5,17,0,0,0,0,0,0,0,0,80,74,71,7,15,6,16,27
"P51822",1438,345,275,550,21,1,77,40,0,0,0,0,2,1,0,0,0,1,0,4002,3256,1330,2883,327,0,3,0,8,15,1,0,49,0,2,13,0,0,0,0,0
"P51824",1,90,74,231,2,0,1,2,4,56,14,41,18,3,668,351,110,0,0,401,366,112,146,29,0,0,0,0,0,0,0,52,0,0,0,735,1130,1124,1078,915
"P51903",264,7,12,27,2,0,118,153,7,28,25,20,31,31,21,8,3,0,0,1094,809,416,369,127,0,0,0,0,0,0,0,0,37,31,138,914,1355,1051,1513,883
"P51949",8,29,20,30,0,0,0,0,0,1,3,1,1,0,1,0,0,0,0,60,70,23,17,28,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"P51954",124,147,93,244,2,0,19,2,27,146,96,88,137,23,165,133,150,1,0,1346,1316,435,328,124,0,0,0,0,0,0,0,68,166,260,268,472,821,755,611,699
"P51955",7,9,3,25,0,0,0,0,14,41,18,40,37,1,1,2,1,10,0,234,236,227,107,88,0,0,0,0,0,0,0,10,0,9,0,0,0,1,14,17
"P51956",2,1,3,7,0,0,6,8,0,8,5,3,6,1,76,60,15,6,0,33,31,28,6,6,0,0,0,0,0,0,0,0,120,134,155,32,61,43,25,73
"P51957",6,71,30,68,0,0,7,7,5,33,3,18,22,0,83,31,26,3,0,149,158,93,33,15,0,0,0,0,0,0,0,4,99,90,77,55,100,129,103,181
"P52015",4,28,14,64,0,0,0,0,0,0,0,0,1,0,2,1,1,1,0,37,40,21,20,13,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0
"P52649",919,0,0,0,6,0,9,0,0,0,0,0,0,1,0,0,0,0,2,1714,1165,406,675,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P52922",47,28,35,51,0,0,0,5,3,4,1,8,0,0,14,6,3,10,1,147,189,57,51,33,0,0,0,0,0,0,0,13,31,42,18,8,20,1,0,15
"P52948",63,1,1,2,0,0,28,23,53,162,87,140,180,1,307,129,203,4,0,677,542,261,216,23,0,0,0,0,0,0,0,0,439,601,555,598,717,874,793,536
"P53043",12,32,14,90,0,0,0,1,0,1,0,1,1,0,12,1,3,0,0,134,108,61,38,4,0,0,0,0,0,0,0,13,0,0,0,1,1,1,0,0
"P53152",177,4,0,7,0,0,1,0,0,0,0,0,0,0,16,5,0,7,0,166,185,78,97,37,0,0,0,0,0,0,0,0,49,71,46,0,0,0,0,1
"P53273",664,99,80,254,1,0,1,1,1,18,5,1,2,3,153,45,28,3,0,1799,1423,572,616,72,0,0,0,0,0,0,0,58,35,48,28,0,18,0,0,36
"P53355",1,77,77,282,0,0,6,9,1,2,1,7,2,6,84,11,33,0,0,17,32,10,23,0,0,0,0,0,0,0,0,12,172,273,188,74,151,162,124,171
"P53356",14,51,37,142,2,0,3,1,9,34,6,44,39,4,38,14,8,2,0,246,198,120,83,54,0,0,0,0,0,0,0,22,30,41,15,16,80,48,62,127
"P53476",2728,33,36,70,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,3387,3195,1388,1972,225,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0
"P53605",73,36,32,48,6,0,0,6,0,0,0,0,0,0,1,0,0,0,0,64,111,29,1,33,0,0,0,0,0,0,0,1,124,43,45,9,20,9,1,8
"P53607",1,18,9,65,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,45,51,26,16,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"P53683",0,36,28,102,5,0,0,6,11,40,11,11,20,0,9,1,1,1,0,0,0,0,13,0,0,0,0,0,0,0,0,10,140,141,97,44,133,69,81,133
"P53780",5,23,37,66,4,0,0,0,0,1,1,5,1,1,30,8,5,2,0,118,89,37,24,12,0,0,0,0,0,0,0,29,1,5,7,0,1,17,1,23
"P53933",37,47,32,114,1,0,3,4,30,110,47,98,144,4,14,8,13,4,0,608,416,189,316,18,0,0,0,0,0,0,0,55,128,167,120,35,151,78,128,171
"P53978",121,45,49,166,0,0,1,1,0,5,2,0,0,0,0,0,1,20,0,1058,638,314,168,31,0,0,0,0,0,0,0,0,0,0,0,1,17,4,1,7
"P54137",9,57,38,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,40,3,6,8,0,0,0,0,0,0,0,33,0,0,0,0,0,1,0,0
"P54144",995,157,93,165,6,0,2,5,1,24,1,16,9,5,1086,640,399,1,0,3870,3039,1566,1483,343,0,0,0,0,0,0,0,82,539,918,401,65,104,116,52,154
"P54145",134,20,18,69,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,363,306,90,138,20,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"P54147",238,527,577,1016,3,2,1,12,25,47,1,79,108,3,73,27,19,25,0,1169,1149,372,440,104,0,0,0,0,0,0,0,84,567,819,489,172,431,529,365,358
"P54213",88,58,38,112,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,290,330,97,38,51,0,0,0,0,0,0,0,5,3,3,1,0,2,1,1,1
"P54252",38,62,36,72,2,0,0,0,1,0,4,1,0,2,173,120,100,5,0,514,328,283,230,52,0,0,0,0,0,0,0,93,5,1,15,5,12,0,14,5
"P54399",118,211,120,306,6,0,7,7,1,6,0,1,0,7,0,0,3,7,0,448,464,188,87,86,0,0,0,0,0,0,0,68,2,3,1,208,273,128,162,153
"P54453",12,52,44,66,3,0,0,0,0,0,0,0,1,0,36,13,10,4,0,168,125,84,54,31,0,0,0,0,0,0,0,34,5,1,6,0,0,0,0,7
"P54543",18,58,53,102,5,0,5,3,1,17,13,17,14,0,0,0,1,0,0,254,303,147,56,38,0,0,0,0,0,0,0,8,6,0,0,52,87,43,55,75
"P54567",31,167,205,371,4,3,10,21,12,44,3,58,42,8,60,40,24,1,0,514,495,199,189,37,0,0,0,0,0,0,0,41,149,252,181,204,380,342,160,441
"P54569",54,19,7,19,0,0,0,0,15,7,20,25,43,0,1,0,1,0,0,464,364,172,139,48,0,0,0,0,0,0,0,5,0,10,0,0,0,1,0,1
"P54609",1,20,4,12,0,0,0,1,25,163,13,125,152,1,92,53,19,1,0,175,93,40,0,0,0,0,0,0,0,0,0,14,331,583,311,54,51,116,58,93
"P54672",31,66,49,102,1,0,3,0,0,0,0,0,0,0,0,0,0,3,0,66,82,29,15,22,0,0,0,0,0,0,0,49,0,6,0,4,3,0,0,0
"P54676",7,5,5,15,0,0,0,0,0,5,2,2,3,3,1,0,1,2,0,36,57,30,8,5,0,0,0,0,0,0,0,0,0,7,5,1,5,0,5,6
"P54679",817,6,2,3,0,0,0,0,0,4,3,10,6,4,4,11,3,3,0,1060,852,296,254,92,0,0,0,0,0,0,0,36,1,8,0,1,9,1,1,9
"P54685",4,121,63,145,4,0,0,0,0,0,0,1,0,1,1,0,1,8,0,162,189,64,25,34,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0
"P54689",49,75,60,170,6,0,1,0,1,3,0,14,3,9,6,4,3,4,0,613,592,203,170,108,0,0,0,0,0,0,0,15,6,21,12,16,20,7,5,23
"P54705",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P54750",0,27,56,104,2,0,2,3,0,1,0,1,1,3,4,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,9,77,182,243,98,240
"P54774",547,174,150,394,186,140,28,82,0,1,1,7,2,1,2,1,1,37,0,4053,3161,1349,1647,295,243,0,0,0,0,0,0,84,1,0,0,1085,1592,1541,1229,1486
"P54818",34,0,0,3,0,0,1,0,6,7,2,4,1,0,3,1,1,7,0,125,181,32,28,21,0,0,0,0,0,0,0,0,1,0,1,1,5,10,0,14
"P54856",4,3,6,18,2,0,11,35,39,137,57,90,124,1,22,10,8,0,0,148,170,65,27,24,0,0,0,0,0,0,0,0,212,233,247,227,421,412,241,445
"P54873",55,35,57,136,1,0,4,4,9,0,26,10,23,3,8,8,4,8,0,525,492,250,209,34,0,0,0,0,0,0,0,12,20,39,24,23,33,41,24,75
"P54948",0,8,8,20,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,5
"P54967",46,31,12,69,1,0,0,0,0,5,1,6,0,0,1,0,0,0,0,206,173,75,108,12,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0
"P55080",20,77,58,110,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,149,266,97,28,35,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
"P55142",71,15,7,18,2,0,28,35,49,128,65,109,142,1,275,181,124,3,0,885,733,353,326,86,0,0,0,0,0,0,0,20,348,505,314,421,559,485,577,401
"P55180",61,26,27,58,2,0,0,1,0,1,0,1,1,1,1,0,0,16,0,366,360,134,133,33,0,0,0,0,0,0,0,14,0,0,0,0,8,8,0,1
"P55189",141,19,20,76,1,0,86,260,260,1127,414,1111,1561,8,1517,835,135,3,0,3390,2535,1101,1357,176,0,9,0,0,0,0,0,52,2559,4092,2677,2228,3891,4217,3365,3776
"P55390",835,375,231,733,18,0,0,0,1,2,6,7,7,1,23,1,4,85,3,2902,2807,1167,1860,356,0,0,0,0,0,0,0,77,7,11,23,21,9,22,8,33
"P55577",1,44,72,87,0,0,0,1,2,7,4,4,1,0,52,2,10,5,0,115,148,90,36,19,0,0,0,0,0,0,0,40,15,0,12,18,16,0,0,44
"P55738",18735,409,310,726,59,2,11,17,14,101,21,70,59,9,7,2,2,1402,44,39963,28578,10688,21158,1903,0,0,0,0,0,0,0,164,351,671,302,467,1079,2409,1397,1415
"P55792",180,41,27,212,2,0,0,0,1,28,2,12,14,1,2,0,1,1,0,582,470,187,241,32,0,0,0,0,0,0,0,11,29,50,59,0,0,0,0,0
"P55877",14,35,37,58,3,0,0,0,0,0,0,2,3,0,97,47,39,5,0,380,312,117,194,28,0,0,0,0,0,0,0,30,0,4,0,15,13,0,13,25
"P56272",1,35,36,104,0,0,2,2,7,5,11,13,8,5,18,15,11,1,0,32,22,24,15,5,0,0,0,0,0,0,0,12,61,113,113,35,69,29,17,47
"P56286",10,87,25,93,0,0,18,28,47,89,86,120,83,8,234,62,127,1,0,362,256,183,186,51,0,0,0,0,0,0,0,38,378,497,385,423,630,556,555,423
"P56658",126,16,18,39,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,415,367,177,207,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P56820",14,101,99,240,2,0,0,0,7,11,30,53,27,11,2,4,1,1,0,692,721,324,208,93,0,0,0,0,0,0,0,65,103,185,100,0,0,0,0,1
"P57078",11,33,12,38,7,0,1,2,2,11,5,9,26,4,39,51,27,5,0,188,182,97,63,9,0,0,0,0,0,0,0,35,32,50,26,25,63,108,75,83
"P57103",21,0,0,6,0,0,0,1,7,16,1,15,11,4,22,14,7,6,0,185,175,102,32,23,0,0,0,0,0,0,0,0,18,54,27,2,8,13,8,25
"P57759",264,182,147,233,9,1,0,0,6,9,2,9,8,3,3,1,0,0,0,889,742,372,356,118,0,0,0,0,0,0,0,66,1,9,1,18,8,10,10,6
"P58100",4,1,3,2,0,0,0,1,11,53,19,31,48,0,0,1,0,1,0,375,391,146,80,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"P58137",48,13,5,27,0,0,13,4,5,9,6,14,11,1,0,0,0,0,0,151,79,37,44,14,0,0,0,0,0,0,0,0,0,0,3,69,100,97,69,127
"P58872",6,31,30,66,1,0,0,0,2,1,0,2,1,0,1,1,1,6,0,242,251,100,80,41,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
"P58905",4,2,2,3,0,0,97,64,0,1,1,1,1,1,1,1,0,1,0,1123,1039,381,494,75,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0
"P59075",0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0
"P59083",3,15,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,3,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"P59268",34,31,30,31,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,106,123,51,43,28,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
"P59708",39,30,14,52,2,0,5,4,3,7,3,6,1,0,137,173,205,5,0,593,1019,379,175,76,0,0,0,0,0,0,0,4,97,206,255,41,28,10,18,53
"P59722",41,54,33,125,2,0,1,0,10,16,9,3,5,2,10,2,1,18,0,366,397,183,110,38,0,0,0,0,0,0,0,29,10,6,9,6,36,17,17,8
"P59723",35,22,12,32,0,0,0,0,0,2,1,0,0,0,22,10,11,17,0,260,264,134,35,67,0,0,0,0,0,0,0,11,1,1,0,1,0,0,0,5
"P60901",106,73,56,171,6,0,0,0,1,1,1,1,1,0,2,3,2,1,0,397,344,151,187,33,0,0,0,0,0,0,0,23,0,0,6,7,15,8,0,0
"P61207",637,49,51,138,7,0,13,28,0,0,1,15,0,0,0,0,0,31,0,1301,1088,516,1209,132,0,0,0,0,0,0,0,10,0,0,0,135,177,106,98,134
"P61859",89,1,0,8,0,0,0,3,23,94,30,38,36,13,29,10,12,1,0,221,187,85,45,18,0,0,0,0,0,0,0,0,228,381,233,126,126,109,25,173
"P61869",148,35,42,138,2,0,0,0,0,2,3,3,2,5,1,0,0,8,0,510,538,200,207,70,0,0,0,0,0,0,0,14,33,25,22,0,1,0,0,0
"P62184",181,1,4,16,2,0,6,8,2,52,6,35,35,3,5,3,0,9,0,624,474,189,280,42,0,0,0,0,0,0,0,0,0,0,12,87,161,155,76,149
"P62296",23,97,71,207,5,0,2,9,1,40,3,24,15,2,4,2,3,10,0,301,260,90,55,7,0,0,0,0,0,0,0,33,5,46,11,113,220,129,55,258
"P62302",1138,700,236,177,1,1,2,2,239,553,638,324,415,10,225,184,160,9,0,3176,2693,1531,2329,474,0,0,0,0,0,0,0,115,1795,2213,1620,762,1197,1098,2018,636
"P62334",142,85,34,96,6,0,0,0,0,0,0,0,0,0,0,1,0,11,0,543,453,195,354,70,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0
"P62494",3,2,1,1,0,0,1,1,5,11,16,43,60,4,57,1,15,2,0,160,150,35,78,6,0,0,0,0,0,0,0,0,122,166,138,1,14,1,0,10
"P62752",616,201,9,90,4,0,343,451,105,119,170,106,73,34,628,260,291,21,11,2011,1809,908,1389,302,0,0,0,0,0,0,0,146,1858,1849,1590,2307,3481,2287,3776,1637
"P62878",59,33,12,30,2,0,24,23,41,75,60,97,133,1,10,5,2,0,0,256,176,79,158,31,0,0,0,0,0,0,0,13,148,252,223,327,489,248,280,256
"P62975",37,99,36,122,1,0,1,9,2,25,3,38,31,3,2,1,2,18,0,263,278,127,139,32,0,0,0,0,0,0,0,12,8,0,0,173,221,208,168,205
"P64730",20,28,18,28,1,0,0,16,12,8,24,15,36,2,108,54,48,1,0,191,214,89,40,56,0,0,0,0,0,0,0,3,92,112,121,146,156,110,68,105
"P67156",2,7,10,18,0,0,0,0,0,1,0,0,2,0,2,1,3,0,0,10,23,18,0,7,0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,16
"P67773",28,10,4,37,1,0,1,1,0,0,0,0,0,2,0,0,0,2,0,208,211,61,83,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P67985",324,215,101,273,3,0,40,75,1,1,3,1,3,7,9,8,0,13,0,212,236,122,264,66,0,1,3,5,0,3,0,21,3,1,0,680,974,580,964,431
"P70549",66,10,13,69,2,4,0,1,14,180,15,93,138,7,1,1,1,2,0,1329,1277,563,363,111,0,0,0,0,0,0,0,26,0,0,1,30,38,51,25,53
"P70870",6,15,5,21,0,0,0,0,0,0,0,2,0,0,6,0,0,3,0,10,22,40,3,6,0,0,0,0,0,0,0,0,0,0,0,1,16,7,13,2
"P70947",1,8,12,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,36,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P71847",21,180,178,399,5,0,3,1,18,31,16,28,27,2,4,2,1,5,0,707,843,393,578,59,0,0,0,0,0,0,0,54,23,20,9,34,16,29,42,30
"P72780",4,10,10,17,1,0,0,0,0,0,5,0,2,0,0,3,0,0,0,44,43,29,0,3,0,0,0,0,0,0,0,4,5,4,6,1,4,0,0,1
"P72926",308,10,181,137,8,0,8,15,61,286,91,173,343,10,122,142,4,9,0,1595,1700,672,603,206,0,0,0,0,0,0,0,46,465,583,374,305,750,704,452,792
"P72958",47,3,6,43,0,0,0,0,0,4,0,12,0,1,0,0,0,3,0,219,172,100,90,11,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"P72991",1,1,1,2,0,0,2,4,2,30,4,11,20,1,57,19,27,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,81,89,209,113,198
"P73121",27,53,40,148,2,2,1,0,0,6,3,3,5,0,12,7,9,9,0,324,229,76,127,23,0,0,0,0,0,0,0,30,13,1,9,1,26,8,1,22
"P73577",22,141,94,294,5,0,0,0,0,0,0,4,2,4,18,8,8,7,0,418,465,225,105,42,0,0,0,0,0,0,0,76,9,6,17,4,0,8,4,1
"P73627",11,0,2,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,39,43,41,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P73709",156,24,30,42,0,0,0,0,0,0,0,0,0,1,16,3,5,0,0,219,312,143,147,42,0,0,0,0,0,0,0,0,0,1,0,8,5,6,11,6
"P73735",40,23,11,42,2,0,0,0,0,0,0,4,1,0,8,16,7,0,0,175,113,61,49,33,0,0,0,0,0,0,0,5,0,1,9,1,1,1,0,1
"P73795",25,15,3,11,0,0,0,0,0,1,0,0,4,2,80,43,34,0,0,196,324,50,84,76,0,0,0,0,0,0,0,0,8,1,3,4,7,4,1,7
"P73920",1,14,4,21,2,0,0,0,1,0,0,1,1,1,46,18,17,0,0,10,29,8,0,0,0,0,0,0,0,0,0,17,7,3,0,7,71,15,17,63
"P74334",36,129,80,187,8,1,3,1,3,6,7,4,6,4,5,2,0,5,0,327,348,181,133,64,0,0,0,0,0,0,0,57,20,9,18,22,24,13,29,43
"P74369",17,1,1,17,0,0,0,3,3,3,1,3,0,0,5,1,5,0,0,67,86,22,7,11,0,0,0,0,0,0,0,0,0,7,0,0,5,1,0,25
"P74388",16,111,44,133,11,0,0,0,1,6,2,3,4,0,1,1,1,7,0,197,255,107,23,39,0,0,0,0,0,0,0,21,87,118,125,6,1,0,0,5
"P74466",9,18,5,16,0,0,0,0,6,35,10,42,36,0,0,0,0,1,0,321,247,76,65,24,0,0,0,0,0,0,0,21,0,0,0,0,1,0,0,0
"P74476",1,11,17,30,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,32,38,30,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"P75849",56,0,0,0,1,0,0,0,2,8,1,21,10,0,1,0,0,0,0,119,145,67,60,21,0,0,0,0,0,0,0,0,0,0,0,1,3,0,5,0
"P76093",11,27,32,50,0,0,0,0,0,0,0,0,0,0,4,1,4,0,0,67,133,27,30,25,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
"P76113",5,23,12,30,2,0,0,0,0,0,0,0,0,2,26,3,7,0,0,40,99,9,76,14,0,0,0,0,0,0,0,16,10,0,1,0,0,0,0,0
"P76481",192,22,33,6,5,0,0,0,0,1,3,1,2,0,2,0,0,8,0,398,392,173,215,51,0,0,0,0,0,0,0,0,12,20,13,0,0,1,11,9
"P77234",6,48,24,76,2,0,0,1,0,3,4,5,3,1,9,1,7,1,0,139,135,76,57,18,0,0,0,0,0,0,0,0,0,0,0,10,43,24,22,40
"P77376",74,14,9,14,2,0,0,0,2,1,1,5,5,2,2,0,1,0,0,148,148,61,37,14,0,0,0,0,0,0,0,8,0,0,0,7,8,11,0,12
"P77526",1,13,7,13,0,0,0,0,1,4,0,2,0,0,2,3,2,0,0,20,21,10,0,10,0,0,0,0,0,0,0,1,0,8,0,0,5,0,0,5
"P77967",1,7,7,5,0,0,0,2,0,0,0,1,0,1,12,1,3,4,0,25,33,29,9,7,0,0,0,0,0,0,0,9,4,0,0,0,8,1,0,8
"P78594",39,129,76,188,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,232,217,59,89,25,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0
"P78955",19,33,17,44,1,0,0,0,0,0,1,0,2,0,0,0,1,2,0,86,74,21,0,9,0,0,0,0,0,0,0,19,5,7,0,0,0,0,0,0
"P79051",11,56,65,191,7,1,4,8,16,45,26,54,40,1,29,4,5,3,0,466,387,223,101,26,0,0,0,0,0,0,0,34,73,104,54,85,110,45,51,110
"P79083",14,119,75,244,4,0,33,59,2,0,2,4,0,1,4,1,2,0,0,132,169,59,0,20,0,0,0,0,0,0,0,33,0,6,12,262,612,410,351,509
"P79896",8,182,117,307,5,2,0,0,0,0,1,0,2,0,7,5,4,0,0,373,359,192,142,27,0,0,0,0,0,0,0,73,0,0,0,0,1,0,0,16
"P80093",4,20,21,57,3,0,1,0,0,3,0,5,1,3,6,0,2,3,0,51,78,44,50,14,0,0,0,0,0,0,0,0,24,79,28,1,1,0,1,6
"P80193",45,0,1,1,0,0,0,0,1,3,1,1,2,1,93,74,7,0,0,439,326,175,146,27,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0
"P80197",65,3,2,4,1,0,0,0,6,7,17,4,42,0,1,0,1,37,0,891,844,301,318,111,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0
"P80576",13,86,59,118,2,0,1,0,1,1,2,31,2,3,2,1,0,0,0,221,195,77,124,16,0,0,0,0,0,0,0,41,6,13,1,0,8,0,1,0
"P81127",8,32,14,23,0,0,0,0,0,0,0,0,1,1,3,2,0,1,0,53,62,23,52,11,0,0,0,0,0,0,0,5,0,0,0,0,5,3,1,3
"P81377",14,70,61,158,0,1,11,55,0,8,0,2,6,4,2,0,1,0,0,99,71,43,28,7,0,0,0,0,0,0,0,7,1,1,0,304,418,338,199,363
"P81900",144,6,5,1,1,0,1,0,2,6,1,5,11,8,28,15,15,27,0,614,617,314,132,103,0,0,0,0,0,0,0,0,48,62,36,0,14,8,1,13
"P82538",129,178,128,413,1,0,0,0,0,0,0,63,1,4,1,2,0,0,0,201,193,74,81,22,20,0,0,0,0,0,0,4,178,284,200,0,7,0,0,0
"P83335",50,0,0,5,0,0,54,66,76,264,143,254,305,3,574,250,191,7,0,399,381,147,194,42,0,0,0,0,0,0,0,0,933,1306,949,868,1681,1388,1426,1202
"P83373",58,233,255,539,4,0,129,226,8,25,12,83,45,19,10,6,3,3,0,829,669,338,431,119,0,0,0,0,0,0,0,80,62,103,109,956,1762,1701,1377,1602
"P83877",2,1,1,20,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,27,7,6,9,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,1
"P84104",17,51,40,56,3,0,0,0,0,0,0,1,0,1,0,0,0,3,0,110,153,52,42,28,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0
"P84339",2,2,3,4,0,0,0,0,13,72,25,53,63,0,1,0,1,3,0,536,671,221,165,51,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
"P85200",312,54,32,115,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,343,333,83,203,41,15,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"P86294",161,149,117,283,5,0,0,0,0,0,2,16,0,0,7,5,1,12,0,706,644,219,403,110,0,0,0,0,0,0,0,17,80,132,76,1,0,0,0,4
"P86982",38,14,7,15,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,153,189,105,75,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P87055",1,5,6,8,1,0,0,0,7,35,14,23,41,0,0,0,0,0,0,99,202,73,32,47,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
"P87061",70,55,56,147,4,0,7,1,2,38,1,10,13,2,30,5,0,8,0,308,338,131,96,39,0,0,0,0,0,0,0,15,133,127,129,35,27,29,10,21
